Word,Value,Char Count
confederacy,99,11
confederate,96,11
confederates,115,12
confederation,129,13
confer,61,6
conference,88,10
conferences,107,11
conferred,88,9
conferring,109,10
confess,81,7
confessed,90,9
confessing,111,10
confession,119,10
confessional,132,12
confessions,138,11
confessor,114,9
confetti,92,8
confidant,86,9
confidante,91,10
confide,56,7
confided,60,8
confidence,78,10
confidences,97,11
confident,90,9
confidential,112,12
confidentiality,166,15
confidentially,149,14
confides,75,8
confiding,81,9
configuration,152,13
confine,66,7
confined,70,8
confinement,118,11
confining,91,9
confirm,78,7
confirmation,137,12
confirmed,87,9
confirming,108,10
confirms,97,8
confiscated,99,11
confiscating,120,12
confit,67,6
conflict,82,8
conflicted,91,10
conflicting,112,11
conflicts,101,9
confluence,98,10
conform,84,7
conformity,138,10
confound,92,8
confront,105,8
confrontation,164,13
confrontations,183,14
confronted,114,10
confronting,135,11
confronts,124,9
confuse,83,7
confused,87,8
confusing,108,9
confusion,116,9
congenial,80,9
congeniality,134,12
congestion,121,10
congrats,97,8
congratulate,137,12
congratulated,141,13
congratulating,162,14
congratulations,189,15
congregation,128,12
congress,100,8
congressional,151,13
congressman,128,11
congresswoman,166,13
conjecture,114,10
conjugal,83,8
conjugate,96,9
conjunction,138,11
conjure,86,7
conjured,90,8
conjures,105,8
conjuring,111,9
conk,43,4
conked,52,6
conn,46,4
connect,74,7
connected,83,9
connecting,104,10
connection,112,10
connections,131,11
connects,93,8
conned,55,6
conner,69,6
conning,76,7
conniption,129,10
conniving,107,9
connoisseur,152,11
conquer,93,7
conquered,102,9
conquering,123,10
conquers,112,8
conquest,114,8
cons,51,4
conscience,90,10
conscientious,166,13
conscious,118,9
consciously,155,11
consciousness,175,13
consecrated,107,11
consecutive,136,11
consensual,123,10
consensus,129,9
consent,90,7
consented,99,9
consenting,120,10
consequence,121,11
consequences,140,12
consequently,170,12
conservation,155,12
conservative,153,12
conservatory,175,12
conserve,101,8
consider,87,8
considerable,107,12
considerably,127,12
considerate,113,11
consideration,146,13
considered,96,10
considering,117,11
considers,106,9
consigliere,116,11
consisted,108,9
consistent,138,10
consistently,175,12
consists,118,8
consolation,137,11
console,83,7
consoled,87,8
consolidate,117,11
consolidated,121,12
consoling,108,9
consort,104,7
consorting,134,10
consortium,147,10
conspicuous,155,11
conspiracies,131,12
conspiracy,123,10
conspirator,148,11
conspirators,167,12
conspire,99,8
conspired,103,9
conspiring,124,10
constable,91,9
constant,106,8
constantly,143,10
constellation,159,13
constipation,155,12
constituents,179,12
constitute,146,10
constitutes,165,11
constitution,179,12
constitutional,192,14
constitutionally,229,16
constraints,152,11
constrictor,154,11
construct,133,9
constructed,142,11
construction,171,12
constructive,169,12
construed,119,9
consul,84,6
consulate,110,9
consult,104,7
consultant,139,10
consultation,163,12
consultations,182,13
consulted,113,9
consulting,134,10
consults,123,8
consume,90,7
consumed,94,8
consumer,108,8
consumers,127,9
consumes,109,8
consuming,115,9
consummate,124,10
consummated,128,11
consumption,159,11
contact,76,7
contacted,85,9
contacting,106,10
contacts,95,8
contagious,124,10
contain,76,7
contained,85,9
container,99,9
containers,118,10
containing,106,10
containment,128,11
contains,95,8
contaminate,115,11
contaminated,119,12
contaminating,140,13
contamination,148,13
contemplate,124,11
contemplated,128,12
contemplating,149,13
contemporary,163,12
contempt,106,8
contender,98,9
contenders,117,10
content,91,7
contented,100,9
contention,129,10
contentment,143,11
contents,110,8
contest,96,7
contestant,131,10
contestants,150,11
contesting,126,10
context,101,7
continent,114,9
continental,127,11
continents,133,10
contingencies,137,13
contingency,129,11
continually,146,11
continuance,119,11
continuation,155,12
continue,101,8
continued,105,9
continues,120,9
continuing,126,10
continuity,150,10
continuous,151,10
continuously,188,12
continuum,130,9
contortionist,191,13
contours,125,8
contra,71,6
contraband,92,10
contraceptives,170,14
contract,94,8
contracted,103,10
contraction,132,11
contractions,151,12
contractor,127,10
contracts,113,9
contradict,107,10
contradicted,116,12
contradicting,137,13
contradiction,145,13
contradictory,165,13
contraption,145,11
contrary,114,8
contrast,110,8
contribute,127,10
contributed,131,11
contributes,146,11
contributing,152,12
contribution,160,12
contributions,179,13
contributor,155,11
contributors,174,12
contrite,104,8
contrived,110,9
control,97,7
controlled,118,10
controller,132,10
controlling,139,11
controls,116,8
controversial,171,13
controversy,174,11
contusion,130,9
contusions,149,10
convene,78,7
convened,82,8
convenes,97,8
convenience,109,11
convenient,121,10
conveniently,158,12
convent,93,7
convention,131,10
conventional,144,12
converge,89,8
converging,114,10
conversation,155,12
conversational,168,14
conversationalist,216,17
conversations,174,13
converse,101,8
conversion,134,10
convert,97,7
converted,106,9
convertible,125,11
convertibles,144,12
converting,127,10
convey,84,6
conveyor,117,8
convict,86,7
convicted,95,9
conviction,124,10
convictions,143,11
convince,85,8
convinced,89,9
convinces,104,9
convincing,110,10
convoy,94,6
convulsing,136,10
coo,33,3
cooing,63,6
cook,44,4
cookbook,87,8
cookbooks,106,9
cooked,53,6
cooker,67,6
cookie,58,6
cookies,77,7
cooking,74,7
cooks,63,5
cool,45,4
coolant,80,7
cooled,54,6
cooler,68,6
coolers,87,7
coolest,89,7
cooling,75,7
coolly,82,6
coolness,102,8
cools,64,5
coon,47,4
coop,49,4
cooped,58,6
cooper,72,6
cooperate,98,9
cooperated,102,10
cooperating,123,11
cooperation,131,11
cooperative,129,11
coopers,91,7
coordinate,104,10
coordinated,108,11
coordinates,123,11
coordinating,129,12
coordinator,132,11
coot,53,4
cooties,86,7
cop,34,3
copacetic,75,9
cope,39,4
copied,52,6
copier,66,6
copies,67,6
copilot,90,7
coping,64,6
copiously,135,9
copper,73,6
copperhead,91,10
coppers,92,7
copping,80,7
cops,53,4
copter,77,6
copy,59,4
copycat,83,7
copying,89,7
copyright,121,9
cor,36,3
coral,49,5
cord,40,4
cordial,62,7
cordless,95,8
cordon,69,6
cordoned,78,8
cords,59,5
corduroy,119,8
core,41,4
coriander,87,9
cork,47,4
corker,70,6
corks,66,5
corkscrew,115,9
corky,72,5
corn,50,4
cornball,77,8
corned,59,6
corner,73,6
cornered,82,8
cornering,103,9
corners,92,7
cornerstone,146,11
cornfield,86,9
cornflakes,104,10
cornucopia,115,10
corny,75,5
corollary,119,9
corona,66,6
coronary,109,8
coronation,124,10
coroner,88,7
coroners,107,8
corporal,98,8
corporate,111,9
corporation,144,11
corporations,163,12
corporeal,103,9
corps,71,5
corpse,76,6
corpses,95,7
corral,67,6
correct,82,7
corrected,91,9
correcting,112,10
correction,120,10
correctional,133,12
corrections,139,11
corrective,118,10
correctly,119,9
correlation,130,11
correspond,127,10
corresponded,136,12
correspondence,154,14
correspondent,166,13
correspondents,185,14
corresponding,157,13
corresponds,146,11
corridor,100,8
corroborate,130,11
corroboration,163,13
corrupt,111,7
corrupted,120,9
corrupting,141,10
corruption,149,10
corsage,68,7
corset,80,6
cortex,85,6
cory,61,4
cos,37,3
cosign,67,6
cosmetic,87,8
cosmetics,106,9
cosmic,62,6
cosmically,112,10
cosmology,124,9
cosmopolitan,152,12
cosmos,84,6
cost,57,4
costa,58,5
costing,87,7
costly,94,6
costs,76,5
costume,96,7
costumes,115,8
cosy,62,4
cot,38,3
cotillion,109,9
cots,57,4
cottage,71,7
cottages,90,8
cotton,87,6
couch,50,5
cougar,65,6
cougars,84,7
cough,54,5
coughing,84,8
coughs,73,6
could,55,5
council,77,7
councillor,122,10
councilors,129,10
counsel,89,7
counseling,119,10
counselling,131,11
counsellor,134,10
counselor,122,9
counselors,141,10
count,73,5
countdown,129,9
counted,82,7
countenance,115,11
counter,96,7
counterattack,152,13
counterfeit,136,11
counterfeiting,166,14
countermeasures,197,15
counteroffer,146,12
counterpart,151,11
counterproductive,229,17
countess,116,8
counties,106,8
counting,103,8
countless,128,9
countries,124,9
country,116,7
countrymen,148,10
countryside,153,11
counts,92,6
county,98,6
coup,55,4
coupe,60,5
couple,72,6
couples,91,7
coupling,97,8
coupon,84,6
coupons,103,7
courage,70,7
courageous,125,10
courier,89,7
couriers,108,8
course,81,6
courses,100,7
coursing,106,8
court,77,5
courted,86,7
courteous,137,9
courtesy,126,8
courthouse,145,10
courting,107,8
courtroom,138,9
courtrooms,157,10
courts,96,6
courtship,129,9
courtside,114,9
courtyard,125,9
cousin,81,6
cousins,100,7
couture,103,7
cove,45,4
coven,59,5
covenant,94,8
cover,63,5
coverage,76,8
coveralls,107,9
covered,72,7
covering,93,8
covers,82,6
covert,83,6
coverup,100,7
covet,65,5
coveted,74,7
coveting,95,8
cow,41,3
coward,64,6
cowardice,81,9
cowardly,101,8
cowards,83,7
cowboy,83,6
cowboys,102,7
cowed,50,5
cower,64,5
cowering,94,8
cowgirl,87,7
coworker,108,8
cows,60,4
cox,42,3
coy,43,3
coyote,83,6
coyotes,102,7
coz,44,3
cozier,76,6
cozy,69,4
cozying,99,7
crab,24,4
crabby,51,6
crabgrass,88,9
crabs,43,5
crack,36,5
cracked,45,7
cracker,59,7
crackerjack,84,11
crackers,78,8
cracking,66,8
crackling,78,9
crackpot,87,8
cracks,55,6
cradle,43,6
craft,48,5
crafted,57,7
crafting,78,8
crafts,67,6
craftsmanship,147,13
craftsmen,99,9
crafty,73,6
cram,35,4
crammed,57,7
cramming,78,8
cramp,51,5
cramped,60,7
cramping,81,8
cramps,70,6
cranberry,104,9
crane,41,5
cranes,60,6
cranial,58,7
cranium,79,7
crank,47,5
cranking,77,8
cranks,66,6
cranky,72,6
cranny,75,6
crap,38,4
crapped,63,7
crapper,77,7
crapping,84,8
crappy,79,6
craps,57,5
crash,49,5
crashed,58,7
crasher,72,7
crashers,91,8
crashes,73,7
crashing,79,8
crass,60,5
crate,47,5
crated,51,6
crater,65,6
crates,66,6
crave,49,5
craves,68,6
craving,74,7
crawl,57,5
crawled,66,7
crawlers,99,8
crawling,87,8
crawls,76,6
crawly,82,6
crayons,95,7
craze,53,5
crazed,57,6
crazier,80,7
craziest,101,8
craziness,114,9
crazy,73,5
creak,38,5
creaky,63,6
cream,40,5
creamed,49,7
creamer,63,7
creaming,70,8
creamy,65,6
crease,51,6
creased,55,7
creases,70,7
create,52,6
created,56,7
creates,71,7
creating,77,8
creation,85,8
creations,104,9
creative,83,8
creatively,120,10
creativity,132,10
creator,80,7
creature,91,8
creatures,110,9
credence,57,8
credentials,110,11
credenza,76,8
credibility,116,11
credible,58,8
credit,59,6
credited,68,8
credits,78,7
credo,45,5
creed,35,5
creeds,54,6
creek,42,5
creep,47,5
creepers,89,8
creeping,77,8
creeps,66,6
creepy,72,6
cremated,69,8
cremation,98,9
crematorium,136,11
creme,44,5
crepe,47,5
crepes,66,6
crept,62,5
crescent,87,8
crest,65,5
crested,74,7
cretins,88,7
crevasse,92,8
crew,49,4
crewman,77,7
crews,68,5
crib,32,4
cribbage,47,8
cribs,51,5
crick,44,5
cricket,69,7
cried,39,5
crier,53,5
cries,54,5
crikey,71,6
crime,48,5
crimes,67,6
criminal,79,8
criminalistics,158,14
criminally,116,10
criminals,98,9
criminology,140,11
crimp,59,5
crimson,91,7
cringe,56,6
cripes,70,6
cripple,79,7
crippled,83,8
cripples,98,8
cris,49,4
crises,73,6
crisis,77,6
crisp,65,5
crisps,84,6
crispy,90,6
criteria,83,8
criterion,111,9
critic,62,6
critical,75,8
critically,112,10
criticism,103,9
criticize,102,9
criticized,106,10
criticizing,127,11
critics,81,7
critter,93,7
critters,112,8
croak,48,5
croaker,71,7
croc,39,4
crock,50,5
crocket,75,7
crocodile,84,9
crocodiles,103,10
croft,62,5
croissants,137,10
cronies,83,7
crook,62,5
crooked,71,7
crooks,81,6
croon,65,5
crop,52,4
cropped,77,7
crops,71,5
croquet,99,7
cross,74,5
crossbow,114,8
crossed,83,7
crosses,98,7
crossfire,112,9
crosshairs,129,10
crossing,104,8
crossroads,131,10
crossword,134,9
crotch,67,6
crouch,68,6
crouched,77,8
crouching,98,9
croupier,105,8
croutons,125,8
crow,59,4
crowbar,80,7
crowd,63,5
crowded,72,7
crowding,93,8
crowds,82,6
crowed,68,6
crowing,89,7
crown,73,5
crowned,82,7
crowning,103,8
crowns,92,6
crows,78,5
crucial,67,7
crucible,73,8
crucified,78,9
crucifix,93,8
crucifixion,131,11
crucify,85,7
crud,46,4
cruddy,75,6
crude,51,5
crudely,88,7
cruel,59,5
cruelly,96,7
cruelty,104,7
cruise,75,6
cruised,79,7
cruiser,93,7
cruisers,112,8
cruises,94,7
cruising,100,8
crumb,57,5
crumble,74,7
crumbled,78,8
crumbles,93,8
crumbling,99,9
crumbs,76,6
crummy,93,6
crumpets,115,8
crumpled,92,8
crunch,67,6
crunched,76,8
crunches,91,8
crunchy,92,7
crusade,71,7
crusader,89,8
crusades,90,8
crush,69,5
crushed,78,7
crusher,92,7
crushes,93,7
crushing,99,8
crust,81,5
crusts,100,6
crusty,106,6
crutch,73,6
crutches,97,8
crux,66,4
cry,46,3
crying,76,6
cryogenic,99,9
crypt,82,5
cryptic,94,7
crypto,97,6
crypts,101,6
crystal,98,7
crystals,117,8
cub,26,3
cubbies,61,7
cubby,53,5
cube,31,4
cubed,35,5
cubes,50,5
cubic,38,5
cubicle,55,7
cubs,45,4
cuckoo,68,6
cucumber,86,8
cud,28,3
cuddle,49,6
cuddled,53,7
cuddles,68,7
cuddly,69,6
cuddy,57,5
cue,29,3
cued,33,4
cuff,36,4
cuffed,45,6
cuffing,66,7
cuffs,55,5
cuisine,80,7
culinary,103,8
culminating,123,11
culmination,131,11
culottes,115,8
culpa,53,5
culpability,130,11
culpable,72,8
cult,56,4
cultivate,113,9
cultivated,117,10
cultivating,138,11
cultural,108,8
culturally,145,10
culture,100,7
cultured,104,8
cultures,119,8
cum,37,3
cumin,60,5
cummerbund,114,10
cumulative,127,10
cuneiform,104,9
cunning,82,7
cunt,58,4
cunts,77,5
cup,40,3
cupboard,80,8
cupboards,99,9
cupcake,60,7
cupcakes,79,8
cupid,53,5
cuppa,57,5
cups,59,4
cur,42,3
curacao,62,7
curate,68,6
curator,96,7
curb,44,4
curd,46,4
curdle,63,6
cure,47,4
cured,51,5
cures,66,5
curfew,76,6
curfews,95,7
curie,56,5
curing,72,6
curiosity,139,9
curious,106,7
curiously,143,9
curl,54,4
curled,63,6
curlers,96,7
curling,84,7
curly,79,5
curmudgeon,121,10
curran,75,6
currency,107,8
current,99,7
currently,136,9
currents,118,8
curriculum,139,10
curry,85,5
curse,66,5
cursed,70,6
curses,85,6
cursing,91,7
cursive,97,7
cursory,119,7
curt,62,4
curtain,86,7
curtains,105,8
curtsy,106,6
curvaceous,128,10
curve,69,5
curveball,96,9
curves,88,6
cushion,89,7
cushions,108,8
cushy,76,5
cusp,59,4
cuss,62,4
cussing,92,7
custard,86,7
custodial,104,9
custodian,106,9
custody,107,7
custom,91,6
customarily,156,11
customary,135,9
customer,114,8
customers,133,9
customs,110,7
cut,44,3
cutaway,94,7
cutbacks,80,8
cute,49,4
cuteness,106,8
cuter,67,5
cutest,88,6
cutesy,93,6
cuticle,73,7
cuticles,92,8
cutie,58,5
cutlass,95,7
cutler,79,6
cutlery,104,7
cutoff,71,6
cutoffs,90,7
cutout,100,6
cuts,63,4
cutter,87,6
cutters,106,7
cutthroat,126,9
cutting,94,7
cyanide,61,7
cybernetic,104,10
cyberspace,97,10
cyborg,70,6
cycle,48,5
cycles,67,6
cyclone,77,7
cyclops,93,7
cyclotron,125,9
cylinder,90,8
cylinders,109,9
cymbal,56,6
cynic,54,5
cynical,67,7
cynicism,95,8
cynics,73,6
cypher,75,6
cypress,105,7
cyprus,102,6
cyst,67,4
cystic,79,6
dab,7,3
dabble,26,6
dabbled,30,7
dabbling,51,8
dad,9,3
daddies,46,7
daddy,38,5
dads,28,4
daffodils,76,9
daffy,42,5
daft,31,4
dag,12,3
dagger,42,6
dago,27,4
dah,13,3
dahl,25,4
dahlia,35,6
dailies,59,7
daily,51,5
dainty,73,6
daiquiri,88,8
dairy,57,5
dais,33,4
daisies,66,7
daisy,58,5
dale,22,4
dalliance,61,9
dally,54,5
dallying,84,8
dalton,66,6
dam,18,3
damage,31,6
damaged,35,7
damages,50,7
damaging,56,8
dame,23,4
damn,32,4
damnable,52,8
damned,41,6
damnedest,85,9
damning,62,7
damp,34,4
dampened,62,8
dampener,76,8
damper,57,6
damsel,54,6
damsels,73,7
dance,27,5
danced,31,6
dancer,45,6
dancers,64,7
dances,46,6
dancing,52,7
dandelion,78,9
dandelions,97,10
dandruff,74,8
dandy,48,5
dang,26,4
danger,49,6
dangerous,104,9
dangerously,141,11
dangers,68,7
dangle,43,6
dangled,47,7
dangling,68,8
danish,55,6
daphne,48,6
dapper,60,6
dare,28,4
dared,32,5
daredevil,80,9
dares,47,5
daring,53,6
dark,34,4
darken,53,6
darkened,62,8
darker,57,6
darkest,78,7
darkness,91,8
darkroom,95,8
darks,53,5
darling,65,7
darlings,84,8
darn,37,4
darndest,85,8
darned,46,6
dart,43,4
darts,62,5
dash,32,4
dashboard,72,9
dashed,41,6
dasher,55,6
dashing,62,7
data,26,4
database,53,8
databases,72,9
date,30,4
dated,34,5
dateless,85,8
dateline,70,8
dater,48,5
dates,49,5
dating,55,6
dato,40,4
daughter,84,8
daughters,103,9
daunting,90,8
dauphin,73,7
davenport,115,9
davy,52,4
dawdling,74,8
dawn,42,4
dawned,51,6
dawning,72,7
day,30,3
daybreak,67,8
daydream,71,8
daydreaming,101,11
daylight,86,8
daylights,105,9
days,49,4
daytime,77,7
daze,36,4
dazzle,74,6
dazzled,78,7
dazzling,99,8
de,9,2
deacon,42,6
dead,14,4
deadbeat,42,8
deadbeats,61,9
deader,37,6
deadlier,58,8
deadliest,79,9
deadline,54,8
deadlines,73,9
deadlock,55,8
deadly,51,6
deaf,16,4
deafening,65,9
deal,22,4
dealer,45,6
dealers,64,7
dealership,97,10
dealing,52,7
dealings,71,8
deals,41,5
dealt,42,5
dean,24,4
dear,28,4
dearest,72,7
dearie,42,6
dearly,65,6
dears,47,5
death,38,5
deathbed,49,8
deathly,75,7
deaths,57,6
deb,11,3
debacle,32,7
debatable,52,9
debate,37,6
debated,41,7
debates,56,7
debating,62,8
debilitating,112,12
debit,40,5
debonair,68,8
debrief,49,7
debriefed,58,9
debriefing,79,10
debris,57,6
debt,31,4
debts,50,5
debut,52,5
debutante,92,9
debutantes,111,10
decade,22,6
decadence,44,9
decadent,56,8
decades,41,7
decaf,19,5
decanter,70,8
decapitate,84,10
decapitated,88,11
decapitation,117,12
decay,38,5
decaying,68,8
deceased,46,8
deceit,46,6
deceitful,85,9
deceive,53,7
deceived,57,8
deceiving,78,9
decency,59,7
decent,51,6
deception,91,9
deceptions,110,10
deceptive,89,9
deceptively,126,11
decibel,40,7
decibels,59,8
decide,30,6
decided,34,7
decides,49,7
deciding,55,8
decipher,68,8
deciphering,98,11
decision,78,8
decisions,97,9
decisive,76,8
deck,23,4
decked,32,6
decker,46,6
decks,42,5
declaration,102,11
declare,48,7
declared,52,8
declaring,73,9
decline,52,7
declined,56,8
declining,77,9
deco,27,4
decoded,40,7
decoder,54,7
decompose,95,9
decomposed,99,10
decomposing,120,11
decompress,117,10
deconstruction,180,14
decontamination,157,15
decor,45,5
decorate,71,8
decorated,75,9
decorating,96,10
decoration,104,10
decorations,123,11
decorative,102,10
decorator,99,9
decorators,118,10
decorum,79,7
decoupage,77,9
decoy,52,5
decoys,71,6
decreased,64,9
decree,40,6
decrypted,100,9
decryption,129,10
dedicate,51,8
dedicated,55,9
dedicating,76,10
dedication,84,10
deduce,42,6
deduct,57,6
deducted,66,8
deductible,85,10
deduction,95,9
deductions,114,10
dee,14,3
deed,18,4
deeded,27,6
deeds,37,5
deejay,50,6
deem,27,4
deemed,36,6
deep,30,4
deeper,53,6
deepest,74,7
deeply,67,6
deer,32,4
deets,53,5
defaced,28,7
defacing,49,8
default,69,7
defeat,41,6
defeated,50,8
defeats,60,7
defect,43,6
defected,52,8
defective,79,9
defector,76,8
defects,62,7
defence,42,7
defend,38,6
defendant,73,9
defendants,92,10
defended,47,8
defender,61,8
defending,68,9
defense,58,7
defenseless,113,11
defenses,77,8
defensive,89,9
deferred,65,8
defiance,47,8
defiant,59,7
defiantly,96,9
defibrillator,131,13
deficiencies,91,12
deficiency,83,10
deficient,75,9
deficit,56,7
defied,33,6
defies,48,6
define,43,6
defined,47,7
defining,68,8
definite,72,8
definitely,109,10
definition,105,10
definitions,124,11
definitive,103,10
definitively,140,12
deflate,53,7
deflated,57,8
deflecting,85,10
deflection,93,10
deflower,88,8
deformity,115,9
defraud,59,7
defrost,87,7
deft,35,4
deftly,72,6
defuse,60,6
defused,64,7
defy,40,4
defying,70,7
degenerate,84,10
degeneration,117,12
degenerative,115,12
degradation,98,11
degrade,44,7
degraded,48,8
degrading,69,9
degree,44,6
degrees,63,7
dehydrated,94,10
dehydration,123,11
deigned,48,7
deities,71,7
deity,63,5
deke,25,4
del,21,3
delay,47,5
delayed,56,7
delaying,77,8
delays,66,6
delectable,69,10
delegate,59,8
delegates,78,9
delegation,92,10
delete,51,6
deleted,55,7
deli,30,4
deliberate,81,10
deliberately,118,12
deliberation,114,12
deliberations,133,13
delicacy,62,8
delicate,59,8
delicately,96,10
delicates,78,9
delicious,97,9
delight,65,7
delighted,74,9
delightful,104,10
delightfully,141,12
delights,84,8
delinquency,129,11
delinquent,121,10
delirious,112,9
delirium,91,8
deliver,75,7
delivered,84,9
deliveries,108,10
delivering,105,10
delivers,94,8
delivery,100,8
dell,33,4
delly,58,5
delta,42,5
deltas,61,6
delude,51,6
deluded,55,7
deluding,76,8
deluge,54,6
delusion,99,8
delusional,112,10
delusions,118,9
deluxe,71,6
delve,48,5
delving,73,7
demand,41,6
demanded,50,8
demanding,71,9
demands,60,7
demean,42,6
demeaning,72,9
demented,70,8
dementia,71,8
demerits,93,8
demise,55,6
demo,37,4
democracy,87,9
democrat,79,8
democratic,91,10
democrats,98,9
demographic,99,11
demographics,118,12
demolish,85,8
demolition,116,10
demolitions,135,11
demon,51,5
demonic,63,7
demonology,125,10
demons,70,6
demonstrate,134,11
demonstrated,138,12
demonstrates,153,12
demonstration,167,13
demonstrations,186,14
demonstrators,181,13
demoted,66,7
demur,61,5
demure,66,6
den,23,3
denial,45,6
denied,41,6
denies,56,6
denning,67,7
denominational,146,14
denominations,152,13
denominators,147,12
denounce,81,8
denouncing,106,10
dense,47,5
density,96,7
dent,43,4
dental,56,6
dentist,91,7
dentists,110,8
dents,62,5
dentures,106,8
deny,48,4
denying,78,7
deodorant,96,9
depart,64,6
departed,73,8
departing,94,9
department,116,10
departmental,129,12
departments,135,11
departure,108,9
depend,48,6
dependable,68,10
dependant,83,9
depended,57,8
dependency,95,10
dependent,87,9
depending,78,9
depends,67,7
depict,57,6
depicted,66,8
depicting,87,9
depiction,95,9
depicts,76,7
deplete,67,7
deplorable,90,10
deplore,75,7
deploy,77,6
deployed,86,8
deport,78,6
deported,87,8
depose,64,6
deposed,68,7
deposing,89,8
deposit,88,7
deposited,97,9
deposition,126,10
depositions,145,11
depository,146,10
deposits,107,8
depot,60,5
depraved,75,8
deprecating,102,11
depress,86,7
depressed,95,9
depressing,116,10
depression,124,10
depressor,119,9
depressors,138,10
deprivation,133,11
deprive,79,7
deprived,83,8
depriving,104,9
depth,53,5
depths,72,6
deputies,99,8
deputized,110,9
deputy,91,6
derail,49,6
derailing,79,9
deranged,58,8
derby,54,5
derelict,76,8
derision,93,8
derivative,115,10
derive,63,6
derives,82,7
dermatologist,158,13
derogatory,128,10
derrick,68,7
derriere,82,8
derris,73,6
descend,54,7
descendants,108,11
descending,84,10
descends,73,8
descent,70,7
describe,65,8
described,69,9
describes,84,9
describing,90,10
description,132,11
descriptive,130,11
desecrate,80,9
desecrated,84,10
desecration,113,11
desert,71,6
deserted,80,8
deserter,94,8
deserting,101,9
deserts,90,7
deserve,78,7
deserved,82,8
deserves,97,8
deserving,103,9
design,58,6
designate,84,9
designated,88,10
designation,117,11
designed,67,8
designer,81,8
designers,100,9
designing,88,9
designs,77,7
desirable,75,9
desire,60,6
desired,64,7
desires,79,7
desist,76,6
desk,39,4
desks,58,5
desktop,90,7
desolate,81,8
despair,72,7
desperado,87,9
desperate,93,9
desperately,130,11
desperation,126,11
despicable,76,10
despise,77,7
despised,81,8
despises,96,8
despising,102,9
despite,78,7
despondent,116,10
dessert,90,7
desserts,109,8
destabilize,112,11
destination,130,11
destinations,149,12
destined,80,8
destiny,96,7
destitute,123,9
destroy,106,7
destroyed,115,9
destroyer,129,9
destroyers,148,10
destroying,136,10
destroys,125,8
destruct,110,8
destructing,140,11
destruction,148,11
destructive,146,11
destructs,129,9
detach,41,6
detached,50,8
detachment,93,10
detail,51,6
detailed,60,8
detailing,81,9
details,70,7
detain,53,6
detained,62,8
detaining,83,9
detect,57,6
detected,66,8
detecting,87,9
detection,95,9
detective,93,9
detectives,112,10
detector,90,8
detectors,109,9
detente,73,7
detention,106,9
detergent,98,9
deteriorated,124,12
deterioration,153,13
determination,147,13
determine,93,9
determined,97,10
determines,112,10
determining,118,11
deterrent,109,9
detest,73,6
detestable,93,10
detests,92,7
detonate,84,8
detonated,88,9
detonates,103,9
detonating,109,10
detonation,117,10
detonator,112,9
detonators,131,10
detour,83,6
detours,102,7
detoxing,98,8
detract,71,7
detrimental,121,11
deuce,38,5
deuces,57,6
devastate,97,9
devastated,101,10
devastating,122,11
devastatingly,159,13
devastation,130,11
develop,79,7
developed,88,9
developer,102,9
developing,109,10
development,131,11
developments,150,12
develops,98,8
deviants,94,8
deviated,70,8
deviation,99,9
device,48,6
devices,67,7
devil,52,5
deviled,61,7
devilishly,125,10
devils,71,6
devious,95,7
devise,64,6
devised,68,7
devon,60,5
devote,71,6
devoted,75,7
devoting,96,8
devotion,104,8
devour,85,6
devoured,94,8
devouring,115,9
devours,104,7
dew,32,3
dewars,70,6
dewy,57,4
dex,33,3
dey,34,3
diabetes,65,8
diabetic,53,8
diabetics,72,9
diabolical,68,10
diagnose,74,8
diagnosed,78,9
diagnoses,93,9
diagnosis,97,9
diagnostic,101,10
diagnostician,125,13
diagonal,63,8
diagram,53,7
dial,26,4
dialect,54,7
dialed,35,6
dialing,56,7
dialogue,74,8
dials,45,5
dialysis,98,8
diameter,75,8
diamond,60,7
diamonds,79,8
diaper,53,6
diapers,72,7
diaphragm,77,9
diaphragms,96,10
diaries,65,7
diarrhea,64,8
diary,57,5
diathesis,94,9
diatribes,87,9
diazepam,75,8
dibs,34,4
dice,21,4
diced,25,5
dicey,46,5
dick,27,4
dickens,65,7
dickie,41,6
dicking,57,7
dicks,46,5
dicky,52,5
dictate,62,7
dictated,66,8
dictates,81,8
dictating,87,9
dictation,95,9
dictator,90,8
dictators,109,9
dictatorship,142,12
dictatorships,161,13
dictionary,118,10
did,17,3
diddling,63,8
diddly,58,6
die,18,3
died,22,4
dies,37,4
diesel,54,6
diet,38,4
dieter,61,6
dieting,68,7
diets,57,5
differ,48,6
difference,75,10
differences,94,11
different,87,9
differential,109,12
differently,124,11
differs,67,7
difficult,90,9
difficulties,123,12
difficulty,115,10
diffuse,70,7
diffusion,103,9
dig,20,3
digest,64,6
digested,73,8
digesting,94,9
digestion,102,9
digestive,100,9
digger,50,6
diggers,69,7
digging,57,7
digit,49,5
digital,62,7
digitally,99,9
digits,68,6
dignified,67,9
dignify,74,7
dignitaries,115,11
dignity,88,7
digress,81,7
digs,39,4
dike,29,4
dilated,55,7
dilation,84,8
dildo,44,5
dilemma,57,7
dilettante,110,10
diligence,68,9
diligent,80,8
diligently,117,10
dill,37,4
dills,56,5
dilly,62,5
dilute,71,6
diluted,75,7
dim,26,3
dime,31,4
dimension,102,9
dimensional,115,11
dimensions,121,10
dimes,50,5
diminish,85,8
diminished,94,10
diminutive,126,10
dimly,63,5
dimmer,62,6
dimming,69,7
