Word,Value,Char Count
breastworks,151,11
breath,54,6
breathabilities,140,15
breathability,132,13
breathable,74,10
breathe,59,7
breathed,63,8
breather,77,8
breathers,96,9
breathes,78,8
breathier,86,9
breathiest,107,10
breathily,100,9
breathiness,120,11
breathinesses,144,13
breathing,84,9
breathings,103,10
breathless,109,10
breathlessly,146,12
breathlessness,166,14
breathlessnesses,190,16
breaths,73,7
breathtaking,116,12
breathtakingly,153,14
breathy,79,7
breccia,41,7
breccial,53,8
breccias,60,8
brecciate,66,9
brecciated,70,10
brecciates,85,10
brecciating,91,11
brecciation,99,11
brecciations,118,12
brecham,50,7
brechams,69,8
brechan,51,7
brechans,70,8
bred,29,4
brede,34,5
bredes,53,6
bree,30,4
breech,41,6
breechblock,84,11
breechblocks,103,12
breechcloth,99,11
breechcloths,118,12
breechclout,112,11
breechclouts,131,12
breeched,50,8
breeches,65,8
breeching,71,9
breechings,90,10
breechloader,96,12
breechloaders,115,13
breed,34,5
breeder,57,7
breeders,76,8
breeding,64,8
breedings,83,9
breeds,53,6
breeks,60,6
brees,49,5
breeze,61,6
breezed,65,7
breezeless,116,10
breezes,80,7
breezeway,110,9
breezeways,129,10
breezier,88,8
breeziest,109,9
breezily,102,8
breeziness,122,10
breezinesses,146,12
breezing,86,8
breezy,81,6
bregma,46,6
bregmata,67,8
bregmate,71,8
bremsstrahlung,177,14
bremsstrahlungs,196,15
bren,39,4
brens,58,5
brent,59,5
brents,78,6
brethren,90,8
breve,52,5
breves,71,6
brevet,72,6
brevetcies,108,10
brevetcy,100,8
breveted,81,8
breveting,102,9
brevets,91,7
brevetted,101,9
brevetting,122,10
breviaries,108,10
breviary,100,8
brevier,79,7
breviers,98,8
brevities,109,9
brevity,101,7
brew,48,4
brewage,61,7
brewages,80,8
brewed,57,6
brewer,71,6
breweries,104,9
brewers,90,7
brewery,96,7
brewing,78,7
brewings,97,8
brewis,76,6
brewises,100,8
brews,67,5
briar,48,5
briard,52,6
briards,71,7
briars,67,6
briary,73,6
bribable,51,8
bribe,36,5
bribed,40,6
bribee,41,6
bribees,60,7
briber,54,6
briberies,87,9
bribers,73,7
bribery,79,7
bribes,55,6
bribing,61,7
brick,43,5
brickbat,66,8
brickbats,85,9
bricked,52,7
brickfield,79,10
brickfields,98,11
brickier,75,8
brickiest,96,9
bricking,73,8
bricklayer,104,10
bricklayers,123,11
bricklaying,111,11
bricklayings,130,12
brickle,60,7
brickles,79,8
bricks,62,6
brickwork,110,9
brickworks,129,10
bricky,68,6
brickyard,91,9
brickyards,110,10
bricolage,72,9
bricolages,91,10
bricole,64,7
bricoles,83,8
bridal,46,6
bridally,83,8
bridals,65,7
bride,38,5
bridegroom,106,10
bridegrooms,125,11
brides,57,6
bridesmaid,84,10
bridesmaids,103,11
bridewell,90,9
bridewells,109,10
bridge,45,6
bridgeable,65,10
bridged,49,7
bridgehead,63,10
bridgeheads,82,11
bridgeless,100,10
bridges,64,7
bridgework,112,10
bridgeworks,131,11
bridging,70,8
bridgings,89,9
bridle,50,6
bridled,54,7
bridler,68,7
bridlers,87,8
bridles,69,7
bridling,75,8
bridoon,77,7
bridoons,96,8
brie,34,4
brief,40,5
briefcase,68,9
briefcases,87,10
briefed,49,7
briefer,63,7
briefers,82,8
briefest,84,8
briefing,70,8
briefings,89,9
briefless,95,9
briefly,77,7
briefness,97,9
briefnesses,121,11
briefs,59,6
brier,52,5
briers,71,6
briery,77,6
bries,53,5
brig,36,4
brigade,46,7
brigaded,50,8
brigades,65,8
brigadier,73,9
brigadiers,92,10
brigading,71,9
brigand,55,7
brigandage,68,10
brigandages,87,11
brigandine,83,10
brigandines,102,11
brigands,74,8
brigantine,99,10
brigantines,118,11
bright,64,6
brighten,83,8
brightened,92,10
brightener,106,10
brighteners,125,11
brightening,113,11
brightens,102,9
brighter,87,8
brightest,108,9
brightly,101,8
brightness,121,10
brightnesses,145,12
brights,83,7
brightwork,131,10
brightworks,150,11
brigs,55,5
brill,53,5
brilliance,85,10
brilliances,104,11
brilliancies,113,12
brilliancy,105,10
brilliant,97,9
brilliantine,125,12
brilliantines,144,13
brilliantly,134,11
brilliants,116,10
brills,72,6
brim,42,4
brimful,81,7
brimfull,93,8
brimless,97,8
brimmed,64,7
brimmer,78,7
brimmers,97,8
brimming,85,8
brims,61,5
brimstone,115,9
brimstones,134,10
brin,43,4
brinded,56,7
brindle,64,7
brindled,68,8
brindles,83,8
brine,48,5
brined,52,6
briner,66,6
briners,85,7
brines,67,6
bring,50,5
bringdown,106,9
bringdowns,125,10
bringer,73,7
bringers,92,8
bringing,80,8
brings,69,6
brinier,75,7
brinies,76,7
briniest,96,8
brininess,109,9
brininesses,133,11
brining,73,7
brinish,79,7
brink,54,5
brinkmanship,134,12
brinkmanships,153,13
brinks,73,6
brinksmanship,153,13
brinksmanships,172,14
brins,62,5
briny,68,5
brio,44,4
brioche,60,7
brioches,79,8
briolette,106,9
briolettes,125,10
brionies,91,8
briony,83,6
brios,63,5
briquet,92,7
briquets,111,8
briquette,117,9
briquetted,121,10
briquettes,136,10
briquetting,142,11
bris,48,4
brisance,71,8
brisances,90,9
brisant,83,7
brisk,59,5
brisked,68,7
brisker,82,7
briskest,103,8
brisket,84,7
briskets,103,8
brisking,89,8
briskly,96,7
briskness,116,9
brisknesses,140,11
brisks,78,6
brisling,90,8
brislings,109,9
brisses,91,7
bristle,85,7
bristled,89,8
bristlelike,122,11
bristles,104,8
bristletail,127,11
bristletails,146,12
bristlier,112,9
bristliest,133,10
bristling,110,9
bristly,105,7
bristol,95,7
bristols,114,8
brit,49,4
britches,84,8
brits,68,5
britska,80,7
britskas,99,8
britt,69,5
brittle,86,7
brittled,90,8
brittlely,123,9
brittleness,143,11
brittlenesses,167,13
brittler,104,8
brittles,105,8
brittlest,125,9
brittling,111,9
brittly,106,7
britts,88,6
britzka,87,7
britzkas,106,8
britzska,106,8
britzskas,125,9
bro,35,3
broach,47,6
broached,56,8
broacher,70,8
broachers,89,9
broaches,71,8
broaching,77,9
broad,40,5
broadax,65,7
broadaxe,70,8
broadaxes,89,9
broadband,61,9
broadcast,83,9
broadcasted,92,11
broadcaster,106,11
broadcasters,125,12
broadcasting,113,12
broadcasts,102,10
broadcloth,98,10
broadcloths,117,11
broaden,59,7
broadened,68,9
broadening,89,10
broadens,78,8
broader,63,7
broadest,84,8
broadish,76,8
broadleaf,64,9
broadloom,95,9
broadlooms,114,10
broadly,77,7
broadness,97,9
broadnesses,121,11
broads,59,6
broadscale,80,10
broadsheet,97,10
broadsheets,116,11
broadside,77,9
broadsided,81,10
broadsides,96,10
broadsiding,102,11
broadsword,119,10
broadswords,138,11
broadtail,82,9
broadtails,101,10
brocade,48,7
brocaded,52,8
brocades,67,8
brocading,73,9
brocatel,76,8
brocatelle,93,10
brocatelles,112,11
brocatels,95,9
broccoli,77,8
broccolis,96,9
broche,51,6
brochette,96,9
brochettes,115,10
brochure,90,8
brochures,109,9
brock,49,5
brockage,62,8
brockages,81,9
brocket,74,7
brockets,93,8
brocks,68,6
brocoli,74,7
brocolis,93,8
brogan,57,6
brogans,76,7
brogue,68,6
brogueries,119,10
broguery,111,8
brogues,87,7
broguish,99,8
broider,71,7
broidered,80,9
broideries,104,10
broidering,101,10
broiders,90,8
broidery,96,8
broil,56,5
broiled,65,7
broiler,79,7
broilers,98,8
broiling,86,8
broils,75,6
brokage,59,7
brokages,78,8
broke,51,5
broken,65,6
brokenhearted,126,13
brokenly,102,8
brokenness,122,10
brokennesses,146,12
broker,69,6
brokerage,82,9
brokerages,101,10
brokered,78,8
brokering,99,9
brokerings,118,10
brokers,88,7
broking,76,7
brokings,95,8
brollies,92,8
brolly,84,6
bromal,61,6
bromals,80,7
bromate,74,7
bromated,78,8
bromates,93,8
bromating,99,9
brome,53,5
bromegrass,117,10
bromegrasses,141,12
bromelain,89,9
bromelains,108,10
bromeliad,79,9
bromeliads,98,10
bromelin,88,8
bromelins,107,9
bromes,72,6
bromic,60,6
bromid,61,6
bromide,66,7
bromides,85,8
bromidic,73,8
bromids,80,7
bromin,71,6
brominate,97,9
brominated,101,10
brominates,116,10
brominating,122,11
bromination,130,11
brominations,149,12
bromine,76,7
bromines,95,8
bromins,90,7
bromism,89,7
bromisms,108,8
bromize,88,7
bromized,92,8
bromizes,107,8
bromizing,113,9
bromo,63,5
bromocriptine,157,13
bromocriptines,176,14
bromos,82,6
bromouracil,127,11
bromouracils,146,12
bronc,52,5
bronchi,69,7
bronchia,70,8
bronchial,82,9
bronchially,119,11
bronchiectases,141,14
bronchiectasis,145,14
bronchiolar,115,11
bronchiole,101,10
bronchioles,120,11
bronchites,113,10
bronchitic,101,10
bronchitides,126,12
bronchitis,117,10
bronchitises,141,12
bronchium,103,9
broncho,75,7
bronchodilator,154,14
bronchodilators,173,15
bronchogenic,113,12
bronchopneumonia,183,16
bronchopneumonias,202,17
bronchos,94,8
bronchoscope,133,12
bronchoscopes,152,13
bronchoscopic,140,13
bronchoscopies,161,14
bronchoscopist,176,14
bronchoscopists,195,15
bronchoscopy,153,12
bronchospasm,143,12
bronchospasms,162,13
bronchospastic,162,14
bronchus,100,8
bronco,67,6
broncobuster,152,12
broncobusters,171,13
broncos,86,7
broncs,71,6
brontosaur,143,10
brontosaurs,162,11
brontosaurus,183,12
brontosauruses,207,14
bronze,80,6
bronzed,84,7
bronzer,98,7
bronzers,117,8
bronzes,99,7
bronzier,107,8
bronziest,128,9
bronzing,105,8
bronzings,124,9
bronzy,100,6
broo,50,4
brooch,61,6
brooches,85,8
brood,54,5
brooded,63,7
brooder,77,7
brooders,96,8
broodier,86,8
broodiest,107,9
broodily,100,8
broodiness,120,10
broodinesses,144,12
brooding,84,8
broodingly,121,10
broodmare,91,9
broodmares,110,10
broods,73,6
broody,79,6
brook,61,5
brooked,70,7
brookie,75,7
brookies,94,8
brooking,91,8
brookite,95,8
brookites,114,9
brooklet,98,8
brooklets,117,9
brooks,80,6
broom,63,5
broomball,90,9
broomballer,113,11
broomballers,132,12
broomballs,109,10
broomcorn,113,9
broomcorns,132,10
broomed,72,7
broomier,95,8
broomiest,116,9
brooming,93,8
broomrape,103,9
broomrapes,122,10
brooms,82,6
broomstick,125,10
broomsticks,144,11
broomy,88,6
broos,69,5
bros,54,4
brose,59,5
broses,78,6
brosy,79,5
broth,63,5
brothel,80,7
brothels,99,8
brother,86,7
brothered,95,9
brotherhood,128,11
brotherhoods,147,12
brothering,116,10
brotherliness,164,13
brotherlinesses,188,15
brotherly,123,9
brothers,105,8
broths,82,6
brothy,88,6
brougham,85,8
broughams,104,9
brought,91,7
brouhaha,74,8
brouhahas,93,9
brow,58,4
browband,79,8
browbands,98,9
browbeat,86,8
browbeaten,105,10
browbeating,116,11
browbeats,105,9
browed,67,6
browless,113,8
brown,72,5
browned,81,7
browner,95,7
brownest,116,8
brownie,86,7
brownier,104,8
brownies,105,8
browniest,125,9
browning,102,8
brownish,108,8
brownnose,125,9
brownnosed,129,10
brownnoser,143,10
brownnosers,162,11
brownnoses,144,10
brownnosing,150,11
brownout,128,8
brownouts,147,9
browns,91,6
brownshirt,146,10
brownshirts,165,11
brownstone,145,10
brownstones,164,11
browny,97,6
browridge,101,9
browridges,120,10
brows,77,5
browse,82,6
browsed,86,7
browser,100,7
browsers,119,8
browses,101,7
browsing,107,8
brr,38,3
brrr,56,4
brucella,74,8
brucellae,79,9
brucellas,93,9
brucelloses,131,11
brucellosis,135,11
brucin,67,6
brucine,72,7
brucines,91,8
brucins,86,7
brugh,56,5
brughs,75,6
bruin,64,5
bruins,83,6
bruise,74,6
bruised,78,7
bruiser,92,7
bruisers,111,8
bruises,93,7
bruising,99,8
bruit,70,5
bruited,79,7
bruiter,93,7
bruiters,112,8
bruiting,100,8
bruits,89,6
brulot,88,6
brulots,107,7
brulyie,92,7
brulyies,111,8
brulzie,93,7
brulzies,112,8
brumal,67,6
brumbies,89,8
brumby,81,6
brume,59,5
brumes,78,6
brummagem,93,9
brummagems,112,10
brumous,109,7
brunch,66,6
brunched,75,8
brunches,90,8
brunching,96,9
brunet,80,6
brunets,99,7
brunette,105,8
brunettes,124,9
brunizem,108,8
brunizems,127,9
brunt,75,5
brunts,94,6
brush,68,5
brushabilities,154,14
brushability,146,12
brushback,85,9
brushbacks,104,10
brushed,77,7
brusher,91,7
brushers,110,8
brushes,92,7
brushfire,106,9
brushier,100,8
brushiest,121,9
brushing,98,8
brushland,99,9
brushlands,118,10
brushoff,95,8
brushoffs,114,9
brushup,105,7
brushups,124,8
brushwood,125,9
brushwoods,144,10
brushwork,135,9
brushworks,154,10
brushy,93,6
brusk,71,5
brusker,94,7
bruskest,115,8
brusque,103,7
brusquely,140,9
brusqueness,160,11
brusquenesses,184,13
brusquer,121,8
brusquerie,135,10
brusqueries,154,11
brusquest,142,9
brut,61,4
brutal,74,6
brutalise,107,9
brutalised,111,10
brutalises,126,10
brutalising,132,11
brutalities,136,11
brutality,128,9
brutalization,168,13
brutalizations,187,14
brutalize,114,9
brutalized,118,10
brutalizes,133,10
brutalizing,139,11
brutally,111,8
brute,66,5
bruted,70,6
brutely,103,7
brutes,85,6
brutified,94,9
brutifies,109,9
brutify,101,7
brutifying,131,10
bruting,91,7
brutish,97,7
brutishly,134,9
brutishness,154,11
brutishnesses,178,13
brutism,102,7
brutisms,121,8
bruxism,106,7
bruxisms,125,8
bryological,119,11
bryologies,127,10
bryologist,142,10
bryologists,161,11
bryology,119,8
bryonies,107,8
bryony,99,6
bryophyllum,167,11
bryophyllums,186,12
bryophyte,134,9
bryophytes,153,10
bryophytic,141,10
bryozoan,116,8
bryozoans,135,9
bub,25,3
bubal,38,5
bubale,43,6
bubales,62,7
bubaline,66,8
bubalis,66,7
bubalises,90,9
bubals,57,6
bubbies,60,7
bubble,44,6
bubbled,48,7
bubblegum,85,9
bubblegums,104,10
bubblehead,62,10
bubbleheaded,71,12
bubbleheads,81,11
bubbler,62,7
bubblers,81,8
bubbles,63,7
bubblier,71,8
bubblies,72,8
bubbliest,92,9
bubbling,69,8
bubbly,64,6
bubby,52,5
bubinga,56,7
bubingas,75,8
bubo,40,4
buboed,49,6
buboes,64,6
bubonic,66,7
bubs,44,4
buccal,42,6
buccally,79,8
buccaneer,72,9
buccaneered,81,11
buccaneering,102,12
buccaneerish,108,12
buccaneers,91,10
buccinator,106,10
buccinators,125,11
buck,37,4
buckaroo,86,8
buckaroos,105,9
buckayro,96,8
buckayros,115,9
buckbean,59,8
buckbeans,78,9
buckboard,77,9
buckboards,96,10
bucked,46,6
buckeen,61,7
buckeens,80,8
bucker,60,6
buckeroo,90,8
buckeroos,109,9
buckers,79,7
bucket,62,6
bucketed,71,8
bucketful,101,9
bucketfuls,120,10
bucketing,92,9
buckets,81,7
bucketsful,120,10
buckeye,72,7
buckeyes,91,8
bucking,67,7
buckish,73,7
buckle,54,6
buckled,58,7
buckler,72,7
bucklered,81,9
bucklering,102,10
bucklers,91,8
buckles,73,7
buckling,79,8
buckminsterfullerene,233,20
buckminsterfullerenes,252,21
bucko,52,5
buckoes,76,7
buckra,56,6
buckram,69,7
buckramed,78,9
buckraming,99,10
buckrams,88,8
buckras,75,7
bucks,56,5
bucksaw,80,7
bucksaws,99,8
buckshee,74,8
buckshees,93,9
buckshot,99,8
buckshots,118,9
buckskin,90,8
buckskinned,113,11
buckskins,109,9
bucktail,79,8
bucktails,98,9
buckteeth,95,9
buckthorn,112,9
buckthorns,131,10
bucktooth,115,9
bucktoothed,124,11
buckwheat,94,9
buckwheats,113,10
buckyball,89,9
buckyballs,108,10
bucolic,65,7
bucolically,115,11
bucolics,84,8
bud,27,3
budded,40,6
budder,54,6
budders,73,7
buddied,49,7
buddies,64,7
budding,61,7
buddings,80,8
buddle,48,6
buddleia,58,8
buddleias,77,9
buddles,67,7
buddy,56,5
buddying,86,8
budge,39,5
budged,43,6
budger,57,6
budgerigar,92,10
budgerigars,111,11
budgers,76,7
budges,58,6
budget,59,6
budgetary,103,9
budgeted,68,8
budgeteer,87,9
budgeteers,106,10
budgeter,82,8
budgeters,101,9
budgeting,89,9
budgets,78,7
budgie,48,6
budgies,67,7
budging,64,7
budless,82,7
budlike,64,7
buds,46,4
budworm,96,7
budworms,115,8
buff,35,4
buffable,55,8
buffalo,63,7
buffaloberries,139,14
buffaloberry,131,12
buffaloed,72,9
buffaloes,87,9
buffalofish,105,11
buffalofishes,129,13
buffaloing,93,10
buffalos,82,8
buffed,44,6
buffer,58,6
buffered,67,8
buffering,88,9
buffers,77,7
buffet,60,6
buffeted,69,8
buffeter,83,8
buffeters,102,9
buffeting,90,9
buffets,79,7
buffi,44,5
buffier,67,7
buffiest,88,8
buffing,65,7
bufflehead,70,10
buffleheads,89,11
buffo,50,5
buffoon,79,7
buffooneries,135,12
buffoonery,127,10
buffoonish,115,10
buffoons,98,8
buffos,69,6
buffs,54,5
buffy,60,5
bug,30,3
bugaboo,63,7
bugaboos,82,8
bugbane,52,7
bugbanes,71,8
bugbear,56,7
bugbears,75,8
bugeye,65,6
bugeyes,84,7
bugged,46,6
bugger,60,6
buggered,69,8
buggeries,93,9
buggering,90,9
buggers,79,7
buggery,85,7
buggier,69,7
buggies,70,7
buggiest,90,8
bugging,67,7
buggy,62,5
bughouse,98,8
bughouses,117,9
bugle,47,5
bugled,51,6
bugler,65,6
buglers,84,7
bugles,66,6
bugleweed,84,9
bugleweeds,103,10
bugling,72,7
bugloss,95,7
buglosses,119,9
bugs,49,4
bugseed,63,7
bugseeds,82,8
bugsha,58,6
bugshas,77,7
buhl,43,4
buhls,62,5
buhlwork,110,8
buhlworks,129,9
buhr,49,4
buhrs,68,5
buhrstone,122,9
buhrstones,141,10
build,48,5
buildable,68,9
builded,57,7
builder,71,7
builders,90,8
building,78,8
buildings,97,9
builds,67,6
buildup,85,7
buildups,104,8
built,64,5
buirdly,91,7
bulb,37,4
bulbar,56,6
bulbed,46,6
bulbel,54,6
bulbels,73,7
bulbil,58,6
bulbils,77,7
bulblet,74,7
bulblets,93,8
bulbous,92,7
bulbously,129,9
bulbs,56,5
bulbul,70,6
bulbuls,89,7
bulge,47,5
bulged,51,6
bulger,65,6
bulgers,84,7
bulges,66,6
bulgier,74,7
bulgiest,95,8
bulging,72,7
bulgur,81,6
bulgurs,100,7
bulgy,67,5
bulimia,67,7
bulimiac,70,8
bulimias,86,8
bulimic,69,7
bulimics,88,8
bulk,46,4
bulkage,59,7
bulkages,78,8
bulked,55,6
bulkhead,64,8
bulkheads,83,9
bulkier,78,7
bulkiest,99,8
bulkily,92,7
bulkiness,112,9
bulkinesses,136,11
bulking,76,7
bulks,65,5
bulky,71,5
bull,47,4
bulla,48,5
bullace,56,7
bullaces,75,8
bullae,53,6
bullate,73,7
bullbaiting,109,11
bullbaitings,128,12
bullbat,70,7
bullbats,89,8
bulldog,73,7
bulldogged,89,10
bulldogger,103,10
bulldoggers,122,11
bulldogging,110,11
bulldoggings,129,12
bulldogs,92,8
bulldoze,97,8
bulldozed,101,9
bulldozer,115,9
bulldozers,134,10
bulldozes,116,9
bulldozing,122,10
bulled,56,6
bullet,72,6
bulleted,81,8
bulletin,95,8
bulletined,104,10
bulleting,102,9
bulletining,125,11
bulletins,114,9
bulletproof,142,11
bullets,91,7
bullfight,97,9
bullfighter,120,11
bullfighters,139,12
bullfighting,127,12
bullfightings,146,13
bullfights,116,10
bullfinch,87,9
bullfinches,111,11
bullfrog,93,8
bullfrogs,112,9
bullhead,65,8
bullheaded,74,10
bullheadedly,111,12
bullheadedness,131,14
bullheadednesses,155,16
bullheads,84,9
bullhorn,102,8
bullhorns,121,9
bullied,65,7
bullier,79,7
bullies,80,7
bulliest,100,8
bulling,77,7
bullion,85,7
bullions,104,8
bullish,83,7
bullishly,120,9
bullishness,140,11
bullishnesses,164,13
bullmastiff,121,11
bullmastiffs,140,12
bullneck,80,8
bullnecked,89,10
bullnecks,99,9
bullnose,100,8
bullnoses,119,9
bullock,76,7
bullocks,95,8
bullocky,101,8
bullous,102,7
bullpen,82,7
bullpens,101,8
bullpout,119,8
bullpouts,138,9
bullring,95,8
bullrings,114,9
bullrush,113,8
bullrushes,137,10
bulls,66,5
bullshit,103,8
bullshits,122,9
bullshitted,132,11
bullshitting,153,12
bullshot,109,8
bullshots,128,9
bullterrier,140,11
bullterriers,159,12
bullweed,84,8
bullweeds,103,9
bullwhip,103,8
bullwhipped,128,11
bullwhipping,149,12
bullwhips,122,9
bully,72,5
bullyboy,114,8
bullyboys,133,9
bullying,102,8
bullyrag,98,8
bullyragged,114,11
bullyragging,135,12
bullyrags,117,9
bulrush,101,7
bulrushes,125,9
bulwark,88,7
bulwarked,97,9
bulwarking,118,10
bulwarks,107,8
bum,36,3
bumbershoot,138,11
bumbershoots,157,12
bumble,55,6
bumblebee,67,9
bumblebees,86,10
bumbled,59,7
bumbler,73,7
bumblers,92,8
bumbles,74,7
bumbling,80,8
bumblingly,117,10
bumblings,99,9
bumboat,74,7
bumboats,93,8
bumf,42,4
bumfs,61,5
bumkin,70,6
bumkins,89,7
bummed,58,6
bummer,72,6
bummers,91,7
bummest,93,7
bumming,79,7
bump,52,4
bumped,61,6
bumper,75,6
bumpered,84,8
bumpering,105,9
bumpers,94,7
bumph,60,5
bumphs,79,6
bumpier,84,7
bumpiest,105,8
bumpily,98,7
bumpiness,118,9
bumpinesses,142,11
bumping,82,7
bumpkin,86,7
bumpkinish,122,10
bumpkinly,123,9
bumpkins,105,8
bumps,71,5
bumptious,136,9
bumptiously,173,11
bumptiousness,193,13
bumptiousnesses,217,15
bumpy,77,5
bums,55,4
bun,37,3
bunch,48,5
bunchberries,124,12
bunchberry,116,10
bunched,57,7
bunches,72,7
bunchgrass,112,10
bunchgrasses,136,12
bunchier,80,8
bunchiest,101,9
bunchily,94,8
bunching,78,8
bunchy,73,6
bunco,55,5
buncoed,64,7
buncoing,85,8
buncombe,75,8
buncombes,94,9
buncos,74,6
bund,41,4
bundist,89,7
bundists,108,8
bundle,58,6
bundled,62,7
bundler,76,7
bundlers,95,8
bundles,77,7
bundling,83,8
bundlings,102,9
bunds,60,5
bundt,61,5
bundts,80,6
bung,44,4
bungalow,95,8
bungalows,114,9
bunged,53,6
bungee,54,6
bungees,73,7
bunghole,84,8
bungholes,103,9
bunging,74,7
bungle,61,6
bungled,65,7
bungler,79,7
bunglers,98,8
bungles,80,7
bunglesome,113,10
bungling,86,8
bunglingly,123,10
bunglings,105,9
bungs,63,5
bunion,75,6
bunions,94,7
bunk,48,4
bunked,57,6
bunker,71,6
bunkered,80,8
bunkering,101,9
bunkers,90,7
bunkhouse,116,9
bunkhouses,135,10
bunking,78,7
bunkmate,87,8
bunkmates,106,9
bunko,63,5
bunkoed,72,7
bunkoing,93,8
bunkos,82,6
bunks,67,5
bunkum,82,6
bunkums,101,7
bunn,51,4
bunnies,84,7
bunns,70,5
bunny,76,5
bunraku,88,7
bunrakus,107,8
buns,56,4
bunt,57,4
bunted,66,6
bunter,80,6
bunters,99,7
bunting,87,7
buntings,106,8
buntline,97,8
buntlines,116,9
bunts,76,5
bunya,63,5
bunyas,82,6
buoy,63,4
buoyage,76,7
buoyages,95,8
buoyance,86,8
buoyances,105,9
buoyancies,114,10
buoyancy,106,8
buoyant,98,7
buoyantly,135,9
buoyed,72,6
buoying,93,7
buoys,82,5
buppie,69,6
buppies,88,7
buqsha,68,6
buqshas,87,7
bur,41,3
bura,42,4
buran,56,5
burans,75,6
buras,61,5
burble,60,6
burbled,64,7
burbler,78,7
burblers,97,8
burbles,79,7
burblier,87,8
burbliest,108,9
burbling,85,8
burbly,80,6
burbot,78,6
burbots,97,7
burbs,62,5
burd,45,4
burden,64,6
burdened,73,8
burdener,87,8
burdeners,106,9
burdening,94,9
burdens,83,7
burdensome,116,10
burdie,59,6
burdies,78,7
burdock,74,7
burdocks,93,8
burds,64,5
bureau,68,6
bureaucracies,126,13
bureaucracy,118,11
bureaucrat,110,10
bureaucratese,139,13
bureaucrateses,158,14
bureaucratic,122,12
bureaucratically,172,16
bureaucratise,143,13
bureaucratised,147,14
bureaucratises,162,14
bureaucratising,168,15
bureaucratism,151,13
bureaucratisms,170,14
bureaucratization,204,17
bureaucratizations,223,18
bureaucratize,150,13
bureaucratized,154,14
bureaucratizes,169,14
bureaucratizing,175,15
bureaucrats,129,11
bureaus,87,7
bureaux,92,7
buret,66,5
burets,85,6
burette,91,7
burettes,110,8
burg,48,4
burgage,61,7
burgages,80,8
burgee,58,6
burgees,77,7
burgeon,82,7
burgeoned,91,9
burgeoning,112,10
burgeons,101,8
burger,71,6
burgers,90,7
burgess,91,7
burgesses,115,9
burgh,56,5
burghal,69,7
burgher,79,7
burghers,98,8
burghs,75,6
burglar,79,7
burglaries,112,10
burglarious,143,11
burglariously,180,13
burglarize,119,10
burglarized,123,11
burglarizes,138,11
burglarizing,144,12
burglarproof,149,12
burglars,98,8
burglary,104,8
burgle,65,6
burgled,69,7
burgles,84,7
burgling,90,8
burgomaster,139,11
burgomasters,158,12
burgonet,102,8
burgonets,121,9
burgoo,78,6
burgoos,97,7
burgout,104,7
burgouts,123,8
burgrave,94,8
burgraves,113,9
burgs,67,5
burgundies,120,10
burgundy,112,8
burial,63,6
burials,82,7
buried,59,6
burier,73,6
buriers,92,7
buries,74,6
burin,64,5
burins,83,6
burke,57,5
burked,61,6
burker,75,6
burkers,94,7
burkes,76,6
burking,82,7
burkite,86,7
burkites,105,8
burl,53,4
burladero,96,9
burladeros,115,10
burlap,70,6
burlaps,89,7
burled,62,6
burler,76,6
burlers,95,7
burlesk,88,7
burlesks,107,8
burlesque,120,9
burlesqued,124,10
burlesquely,157,11
burlesquer,138,10
burlesquers,157,11
burlesques,139,10
burlesquing,145,11
burley,83,6
burleys,102,7
burlier,85,7
burliest,106,8
burlily,99,7
burliness,119,9
burlinesses,143,11
burling,83,7
burls,72,5
burly,78,5
burn,55,4
burnable,75,8
burnables,94,9
burned,64,6
burner,78,6
burners,97,7
burnet,80,6
burnets,99,7
burnie,69,6
burnies,88,7
burning,85,7
burningly,122,9
burnings,104,8
burnish,91,7
burnished,100,9
burnisher,114,9
burnishers,133,10
burnishes,115,9
burnishing,121,10
burnishings,140,11
burnoose,109,8
burnoosed,113,9
burnooses,128,9
burnous,110,7
burnouses,134,9
burnout,111,7
burnouts,130,8
burns,74,5
burnsides,111,9
burnt,75,5
burp,57,4
burped,66,6
burping,87,7
burps,76,5
burr,59,4
burred,68,6
burrer,82,6
burrers,101,7
burrier,91,7
burriest,112,8
burring,89,7
burrito,103,7
burritos,122,8
burro,74,5
burros,93,6
burrow,97,6
burrowed,106,8
burrower,120,8
burrowers,139,9
burrowing,127,9
burrows,116,7
burrs,78,5
burrstone,132,9
burrstones,151,10
burry,84,5
burs,60,4
bursa,61,5
bursae,66,6
bursal,73,6
bursar,79,6
bursaries,112,9
bursars,98,7
bursary,104,7
bursas,80,6
bursate,86,7
burse,65,5
burseed,74,7
burseeds,93,8
bursera,84,7
burses,84,6
bursitis,117,8
bursitises,141,10
burst,80,5
bursted,89,7
burster,103,7
bursters,122,8
bursting,110,8
burstone,114,8
burstones,133,9
bursts,99,6
burthen,88,7
burthened,97,9
burthening,118,10
burthens,107,8
burton,90,6
burtons,109,7
burweed,78,7
burweeds,97,8
bury,66,4
burying,96,7
bus,42,3
busbar,63,6
busbars,82,7
busbies,77,7
busboy,84,6
busboys,103,7
busby,69,5
bused,51,5
buses,66,5
bush,50,4
bushbuck,87,8
bushbucks,106,9
bushed,59,6
bushel,67,6
busheled,76,8
busheler,90,8
bushelers,109,9
busheling,97,9
bushelled,88,9
bushelling,109,10
bushels,86,7
busher,73,6
bushers,92,7
bushes,74,6
bushfire,88,8
bushfires,107,9
bushgoat,93,8
bushgoats,112,9
